before,after,tier
-2.0,0.5,ITF-M
-0.5,0.0,ITF-M
-0.5,-1.0,ITF-M
1.0,-2.0,ITF-M
1.0,0.0,ITF-M
0.0,1.0,ITF-M
-1.0,-0.0,ITF-M
0.0,0.0,ITF-M
-0.0,-0.0,ITF-M
0.0,-1.0,ITF-M
-0.0,0.5,ITF-M
-0.0,-0.0,ITF-M
-0.5,-1.0,ITF-M
1.0,-1.5,ITF-M
-2.5,1.0,ITF-M
-2.0,0.0,ITF-M
-0.0,0.5,ITF-M
-1.5,-1.0,ITF-M
-1.0,2.0,ITF-M
1.0,-0.0,ITF-M
-0.0,1.0,ITF-M
-1.0,0.5,ITF-M
-0.5,0.5,ITF-M
0.0,0.0,ITF-M
-0.0,-0.5,ITF-M
0.5,0.0,ITF-M
2.0,-4.0,ITF-M
9.0,-7.0,ITF-M
1.5,-0.0,ITF-M
-4.0,2.0,ITF-M
5.5,0.0,ITF-M
-0.0,5.0,ITF-M
0.0,-7.0,ITF-M
-0.0,-2.0,ITF-M
3.0,-4.0,ITF-M
9.5,-7.5,ITF-M
1.5,-1.0,ITF-M
-4.5,4.5,ITF-M
6.0,-0.0,ITF-M
-0.5,4.5,ITF-M
-1.0,-7.0,ITF-M
0.0,-3.0,ITF-M
0.5,-1.5,ITF-M
0.5,0.5,ITF-M
0.0,1.5,ITF-M
-1.5,-0.5,ITF-M
-0.0,-0.0,ITF-M
0.5,-0.0,ITF-M
2.0,-0.0,ITF-M
1.0,-0.0,ITF-M
-0.0,-0.0,ITF-M
2.0,-2.0,ITF-M
1.0,-0.0,ITF-M
0.0,-1.0,ITF-M
1.0,-0.0,ITF-M
0.0,-1.0,ITF-M
1.0,-2.0,ITF-M
0.5,0.5,ITF-M
0.5,1.5,ITF-M
-1.5,0.0,ITF-M
0.0,0.0,ITF-M
0.5,0.0,ITF-M
2.0,0.0,ITF-M
1.0,0.0,ITF-M
0.0,0.0,ITF-M
2.0,-2.0,ITF-M
1.0,0.0,ITF-M
-0.0,-1.0,ITF-M
1.0,0.0,ITF-M
-0.0,-1.0,ITF-M
4.0,4.5,ITF-M
2.5,-15.5,ITF-M
15.5,-5.5,ITF-M
5.5,0.0,ITF-M
-15.0,1.5,ITF-M
-1.5,2.5,ITF-M
6.0,-15.0,ITF-M
15.0,-10.0,ITF-M
10.0,3.0,ITF-M
-3.0,-7.5,ITF-M
7.5,-4.5,ITF-M
4.0,-12.0,ITF-M
12.0,-4.0,ITF-M
5.0,10.0,ITF-M
10.0,3.5,ITF-M
3.5,-6.5,ITF-M
5.5,10.0,ITF-M
11.0,7.0,ITF-M
7.0,-9.5,ITF-M
-2.5,-1.5,ITF-M
1.0,-6.5,ITF-M
-7.5,-5.0,ITF-M
-11.5,6.5,ITF-M
-6.5,-2.5,ITF-M
20.5,-4.0,ITF-M
3.5,2.5,ITF-M
-7.5,7.0,ITF-M
-5.5,-2.5,ITF-M
-11.5,-16.0,ITF-M
16.0,3.5,ITF-M
3.5,11.0,ITF-M
10.0,6.0,ITF-M
3.0,-15.5,ITF-M
15.5,-5.5,ITF-M
5.5,2.0,ITF-M
-11.5,0.0,ITF-M
-0.0,1.0,ITF-M
3.0,-12.0,ITF-M
12.0,-10.0,ITF-M
10.0,3.5,ITF-M
-3.5,-6.5,ITF-M
6.5,-3.0,ITF-M
4.0,-11.0,ITF-M
-11.0,4.5,ITF-M
3.5,12.0,ITF-M
12.0,3.0,ITF-M
3.0,-6.0,ITF-M
4.5,10.5,ITF-M
12.0,5.0,ITF-M
5.0,-7.0,ITF-M
-3.0,-1.5,ITF-M
2.0,-7.0,ITF-M
-7.0,-6.0,ITF-M
-12.0,6.0,ITF-M
-6.0,-2.0,ITF-M
22.0,-3.0,ITF-M
-3.5,-0.5,ITF-M
-8.0,7.0,ITF-M
-5.0,-2.0,ITF-M
-10.0,-16.5,ITF-M
16.5,3.0,ITF-M
3.0,13.0,ITF-M
-1.0,11.0,ITF-M
-1.0,-10.0,ITF-M
5.0,7.5,ITF-M
7.5,-10.0,ITF-M
6.0,5.0,ITF-M
5.0,6.5,ITF-M
14.0,1.5,ITF-M
2.0,-6.0,ITF-M
1.0,2.5,ITF-M
4.5,-9.5,ITF-M
-5.0,-1.5,ITF-M
-0.5,0.5,ITF-M
-0.5,-2.0,ITF-M
2.0,-8.5,ITF-M
8.5,1.0,ITF-M
10.0,-14.0,ITF-M
6.0,-3.5,ITF-M
5.0,-7.0,ITF-M
7.0,15.0,ITF-M
-0.0,-5.0,ITF-M
-5.0,-13.0,ITF-M
13.0,27.0,ITF-M
27.0,4.0,ITF-M
-4.0,11.0,ITF-M
2.0,-13.0,ITF-M
5.5,6.5,ITF-M
6.5,-9.0,ITF-M
5.5,6.5,ITF-M
6.5,5.0,ITF-M
8.0,0.5,ITF-M
2.0,-4.5,ITF-M
1.0,2.5,ITF-M
5.5,-10.5,ITF-M
-6.0,-1.0,ITF-M
-2.0,1.0,ITF-M
-1.0,-2.0,ITF-M
1.0,-8.0,ITF-M
9.5,1.5,ITF-M
9.0,-13.5,ITF-M
7.0,-3.5,ITF-M
6.0,-8.0,ITF-M
8.0,16.0,ITF-M
0.0,-5.0,ITF-M
5.0,12.0,ITF-M
12.0,26.5,ITF-M
-26.5,-5.5,ITF-M
4.0,2.0,ITF-M
2.0,3.0,ITF-M
3.0,-1.0,ITF-M
1.0,2.0,ITF-M
0.5,6.5,ITF-M
6.5,10.0,ITF-M
2.5,2.5,ITF-M
7.0,-1.0,ITF-M
-1.0,-8.0,ITF-M
8.0,-3.0,ITF-M
5.0,6.0,ITF-M
6.0,8.0,ITF-M
-3.0,10.0,ITF-M
13.5,-18.0,ITF-M
-14.0,-13.5,ITF-M
4.0,7.0,ITF-M
5.5,13.0,ITF-M
-4.0,6.0,ITF-M
3.5,2.5,ITF-M
2.5,3.0,ITF-M
3.0,-1.0,ITF-M
1.0,2.0,ITF-M
1.0,5.0,ITF-M
5.0,11.0,ITF-M
-3.0,-2.0,ITF-M
7.0,-1.0,ITF-M
-1.0,-8.0,ITF-M
8.0,-3.0,ITF-M
5.0,6.0,ITF-M
5.5,6.5,ITF-M
3.5,-9.0,ITF-M
14.0,-18.0,ITF-M
-13.0,-13.5,ITF-M
4.0,7.0,ITF-M
5.0,14.0,ITF-M
-4.0,7.0,ITF-M
3.0,-4.5,ITF-M
-2.0,-1.0,ITF-M
0.5,10.5,ITF-M
-8.0,-1.0,ITF-M
1.0,-0.0,ITF-M
5.5,11.0,ITF-M
11.0,-11.5,ITF-M
-9.5,6.0,ITF-M
-6.0,2.0,ITF-M
10.0,-15.5,ITF-M
24.5,0.0,ITF-M
4.5,14.5,ITF-M
3.0,2.0,ITF-M
2.0,0.0,ITF-M
2.5,3.5,ITF-M
2.5,-4.0,ITF-M
2.5,1.0,ITF-M
3.0,-4.5,ITF-M
-2.5,-0.5,ITF-M
0.5,11.5,ITF-M
-8.0,-0.5,ITF-M
0.5,1.5,ITF-M
6.0,11.0,ITF-M
11.0,-12.0,ITF-M
-13.0,9.0,ITF-M
-9.0,2.0,ITF-M
9.0,-19.0,ITF-M
24.5,-0.0,ITF-M
5.0,15.0,ITF-M
2.0,2.0,ITF-M
2.0,-0.0,ITF-M
2.5,3.5,ITF-M
4.0,-4.0,ITF-M
2.5,1.5,ITF-M
3.5,4.0,ITF-M
4.0,1.0,ITF-M
8.0,8.0,ITF-M
8.0,4.0,ITF-M
0.0,-7.0,ITF-M
3.0,7.0,ITF-M
3.0,3.0,ITF-M
5.5,2.0,ITF-M
1.0,-0.5,ITF-M
4.5,-0.0,ITF-M
-2.5,2.0,ITF-M
2.0,1.0,ITF-M
1.0,-0.0,ITF-M
0.0,-1.0,ITF-M
2.0,5.5,ITF-M
5.5,1.0,ITF-M
9.0,6.0,ITF-M
6.0,4.0,ITF-M
-0.0,-6.0,ITF-M
3.5,7.5,ITF-M
3.0,3.0,ITF-M
5.5,3.0,ITF-M
1.0,0.0,ITF-M
-4.0,-0.0,ITF-M
2.0,-1.0,ITF-M
1.0,1.5,ITF-M
1.5,0.0,ITF-M
1.0,0.0,ITF-M
5.0,3.0,ITF-M
1.0,-2.0,ITF-M
8.0,7.0,ITF-M
3.0,0.0,ITF-M
3.0,1.0,ITF-M
1.0,-2.0,ITF-M
2.5,-2.0,ITF-M
1.0,-2.0,ITF-M
3.5,-5.0,ITF-M
2.0,-1.5,ITF-M
3.0,-0.5,ITF-M
-3.5,4.0,ITF-M
-4.0,2.0,ITF-M
-2.0,-4.0,ITF-M
-0.0,-4.5,ITF-M
3.0,0.0,ITF-M
4.0,4.0,ITF-M
1.0,-2.0,ITF-M
7.5,6.5,ITF-M
3.0,-0.0,ITF-M
3.5,1.0,ITF-M
1.0,-2.0,ITF-M
2.0,-1.5,ITF-M
0.5,-2.0,ITF-M
-3.5,5.0,ITF-M
2.0,-2.0,ITF-M
2.0,0.5,ITF-M
-3.0,3.5,ITF-M
-3.5,1.5,ITF-M
-1.5,-3.5,ITF-M
0.5,-4.5,ITF-M
3.0,-0.0,ITF-M
19.5,-5.0,ITF-M
-5.0,3.0,ITF-M
20.5,-4.5,ITF-M
-4.5,2.5,ITF-M
-0.5,1.5,ITF-M
4.5,4.0,ITF-M
1.5,0.0,ITF-M
0.0,1.5,ITF-M
1.0,0.0,ITF-M
-0.0,-0.0,ITF-M
0.0,0.0,ITF-M
0.0,1.0,ITF-M
1.5,0.0,ITF-M
-0.0,-0.0,ITF-M
0.0,0.0,ITF-M
1.0,0.0,ITF-M
1.5,-0.5,ITF-M
-4.0,-3.5,ITF-M
1.5,-0.0,ITF-M
-1.0,2.0,ITF-M
1.0,-0.0,ITF-M
0.0,0.0,ITF-M
-0.0,-0.0,ITF-M
-0.0,1.0,ITF-M
1.0,-0.0,ITF-M
0.0,0.0,ITF-M
-0.0,-0.0,ITF-M
1.0,-0.0,ITF-M
3.0,-9.0,ITF-M
11.5,0.0,ITF-M
-2.5,-0.0,ITF-M
5.0,-6.5,ITF-M
-7.0,-11.0,ITF-M
0.0,18.0,ITF-M
18.0,0.0,ITF-M
0.0,2.5,ITF-M
5.0,1.0,ITF-M
0.0,1.0,ITF-M
1.0,0.0,ITF-M
3.0,-9.0,ITF-M
-13.0,1.5,ITF-M
-2.5,0.0,ITF-M
5.0,-5.0,ITF-M
-6.0,-11.0,ITF-M
1.0,16.0,ITF-M
16.0,1.0,ITF-M
0.5,1.5,ITF-M
4.0,1.0,ITF-M
-0.0,1.0,ITF-M
1.0,-0.0,ITF-M
-7.5,-10.5,ITF-M
10.5,0.5,ITF-M
0.5,-2.5,ITF-M
2.5,3.0,ITF-M
-3.0,-3.0,ITF-M
-8.0,-0.5,ITF-M
0.5,-0.5,ITF-M
6.0,-6.5,ITF-M
9.0,1.0,ITF-M
5.0,2.0,ITF-M
2.0,-1.5,ITF-M
1.5,0.5,ITF-M
-0.5,1.0,ITF-M
3.0,4.0,ITF-M
6.0,-7.0,ITF-M
-5.0,-1.0,ITF-M
-0.5,-5.5,ITF-M
-3.5,6.5,ITF-M
5.5,-5.5,ITF-M
5.0,17.0,ITF-M
22.5,4.0,ITF-M
4.0,1.0,ITF-M
7.0,20.5,ITF-M
4.5,3.0,ITF-M
-6.0,5.0,ITF-M
-5.0,-9.5,ITF-M
9.5,-5.5,ITF-M
1.0,-7.0,ITF-M
0.0,1.5,ITF-M
-8.0,-11.0,ITF-M
11.0,-0.5,ITF-M
-0.5,-1.5,ITF-M
1.5,3.0,ITF-M
-3.0,-5.0,ITF-M
-10.0,-0.0,ITF-M
0.0,-2.0,ITF-M
4.5,-5.5,ITF-M
10.0,-2.0,ITF-M
7.5,2.5,ITF-M
-2.5,1.5,ITF-M
1.5,0.5,ITF-M
-0.5,0.0,ITF-M
2.5,2.5,ITF-M
4.0,-6.0,ITF-M
-5.0,-1.0,ITF-M
0.5,-6.0,ITF-M
-3.5,7.0,ITF-M
6.0,-6.5,ITF-M
5.5,16.5,ITF-M
21.0,4.0,ITF-M
4.0,1.0,ITF-M
8.0,20.0,ITF-M
5.0,2.5,ITF-M
-5.0,4.0,ITF-M
-4.0,-9.0,ITF-M
9.0,-5.0,ITF-M
1.0,-7.5,ITF-M
0.5,0.5,ITF-M
7.0,6.0,ITF-M
3.5,-0.5,ITF-M
5.5,-0.5,ITF-M
7.0,1.5,ITF-M
8.0,5.0,ITF-M
3.0,-2.0,ITF-M
4.5,-1.0,ITF-M
8.0,2.0,ITF-M
2.0,-1.0,ITF-M
4.0,5.0,ITF-M
0.5,-0.5,ITF-M
-1.0,3.0,ITF-M
4.5,-4.5,ITF-M
-3.5,-2.0,ITF-M
2.0,-7.5,ITF-M
1.0,-1.0,ITF-M
-2.0,4.0,ITF-M
2.5,-1.0,ITF-M
2.5,5.5,ITF-M
1.5,-0.0,ITF-M
1.0,-2.5,ITF-M
-3.5,4.0,ITF-M
-2.5,-2.5,ITF-M
2.5,-7.0,ITF-M
1.5,-1.0,ITF-M
-1.0,3.0,ITF-M
1.5,-2.0,ITF-M
2.5,1.0,ITF-M
3.0,-15.0,ITF-M
0.0,-1.0,ITF-M
3.0,-8.5,ITF-M
6.5,5.0,ITF-M
6.0,0.5,ITF-M
0.5,-0.0,ITF-M
5.0,-6.5,ITF-M
-1.5,2.0,ITF-M
-4.0,-0.5,ITF-M
-0.5,1.5,ITF-M
5.5,-4.5,ITF-M
4.5,-5.0,ITF-M
5.0,-1.0,ITF-M
5.0,18.5,ITF-M
4.0,2.0,ITF-M
2.0,-2.0,ITF-M
3.0,1.0,ITF-M
1.0,-15.0,ITF-M
-1.0,-1.0,ITF-M
3.0,-8.0,ITF-M
7.5,3.0,ITF-M
6.0,0.5,ITF-M
0.5,0.0,ITF-M
5.5,-6.0,ITF-M
-1.5,2.0,ITF-M
-5.0,-0.5,ITF-M
-0.5,1.5,ITF-M
5.5,-4.5,ITF-M
4.5,-5.0,ITF-M
-5.0,1.0,ITF-M
4.5,18.5,ITF-M
4.0,2.0,ITF-M
3.0,-6.0,ITF-M
-6.0,6.0,ITF-M
5.0,3.0,ITF-M
4.0,-3.5,ITF-M
0.5,3.5,ITF-M
3.5,-0.0,ITF-M
5.0,-2.5,ITF-M
-3.5,-2.0,ITF-M
2.0,3.5,ITF-M
3.0,1.5,ITF-M
5.5,-4.5,ITF-M
-0.5,1.5,ITF-M
12.0,5.0,ITF-M
0.0,1.5,ITF-M
-6.5,-14.5,ITF-M
12.5,-17.5,ITF-M
-5.5,15.5,ITF-M
-4.0,-3.0,ITF-M
3.0,-2.0,ITF-M
2.0,7.0,ITF-M
3.0,0.0,ITF-M
11.0,-15.5,ITF-M
15.5,-5.5,ITF-M
-2.0,-6.0,ITF-M
6.0,2.0,ITF-M
-30.5,-0.5,ITF-M
3.0,-6.0,ITF-M
-6.0,6.0,ITF-M
3.0,3.5,ITF-M
4.0,-5.0,ITF-M
1.5,2.5,ITF-M
2.5,-0.5,ITF-M
5.0,-2.5,ITF-M
-5.0,-1.0,ITF-M
-0.0,5.0,ITF-M
4.5,1.5,ITF-M
4.5,-5.5,ITF-M
-1.0,2.0,ITF-M
12.0,5.0,ITF-M
-0.0,1.5,ITF-M
6.0,14.5,ITF-M
13.0,-18.5,ITF-M
-5.5,14.5,ITF-M
-4.0,-3.0,ITF-M
3.0,-2.5,ITF-M
2.5,7.5,ITF-M
3.0,-0.0,ITF-M
11.0,-16.5,ITF-M
16.5,-6.5,ITF-M
-2.5,-5.5,ITF-M
5.5,2.0,ITF-M
-30.0,-2.0,ITF-M
16.5,1.5,ITF-M
13.0,9.0,ITF-M
-6.5,-5.0,ITF-M
5.0,-9.5,ITF-M
-3.5,6.5,ITF-M
6.5,2.5,ITF-M
3.5,-2.0,ITF-M
0.5,-0.0,ITF-M
-15.5,3.0,ITF-M
-3.0,-3.5,ITF-M
14.5,-7.0,ITF-M
-7.0,17.0,ITF-M
11.0,4.0,ITF-M
4.0,10.0,ITF-M
10.0,4.5,ITF-M
14.0,23.0,ITF-M
16.0,10.0,ITF-M
14.5,1.5,ITF-M
13.0,9.0,ITF-M
-6.5,-5.0,ITF-M
5.0,-9.5,ITF-M
-3.5,6.5,ITF-M
6.5,2.5,ITF-M
3.5,-2.0,ITF-M
0.5,0.0,ITF-M
-14.0,-0.0,ITF-M
0.0,-4.0,ITF-M
15.5,-8.0,ITF-M
-8.0,18.0,ITF-M
11.5,4.0,ITF-M
4.0,9.5,ITF-M
10.0,4.0,ITF-M
14.0,22.0,ITF-M
16.0,11.0,ITF-M
8.0,7.0,ITF-M
7.0,1.5,ITF-M
5.0,2.5,ITF-M
5.0,1.5,ITF-M
1.5,-3.0,ITF-M
1.0,0.5,ITF-M
0.5,1.5,ITF-M
-0.0,-3.0,ITF-M
-3.0,2.0,ITF-M
2.5,-7.0,ITF-M
1.0,2.0,ITF-M
2.0,2.0,ITF-M
8.5,6.5,ITF-M
6.5,1.0,ITF-M
5.0,2.0,ITF-M
4.5,1.0,ITF-M
1.0,-2.5,ITF-M
2.5,0.0,ITF-M
0.0,2.5,ITF-M
1.0,-4.0,ITF-M
-3.0,2.0,ITF-M
3.0,-6.5,ITF-M
1.5,0.5,ITF-M
0.5,3.0,ITF-M
1.5,-0.0,ITF-M
3.0,-2.5,ITF-M
-2.5,3.5,ITF-M
-0.0,-0.0,ITF-M
0.0,0.0,ITF-M
-4.0,3.0,ITF-M
-3.0,0.5,ITF-M
0.5,2.5,ITF-M
-2.0,3.5,ITF-M
3.0,-2.5,ITF-M
-2.5,0.0,ITF-M
-0.0,-7.5,ITF-M
7.5,-2.0,ITF-M
8.0,1.5,ITF-M
1.5,-1.0,ITF-M
1.5,0.0,ITF-M
2.5,-2.5,ITF-M
-2.5,3.5,ITF-M
0.0,0.0,ITF-M
-0.0,-0.0,ITF-M
-4.0,3.0,ITF-M
-3.0,1.5,ITF-M
1.0,2.5,ITF-M
2.0,-3.5,ITF-M
5.0,-3.5,ITF-M
-3.5,-0.0,ITF-M
-1.0,-6.0,ITF-M
6.0,-2.0,ITF-M
8.5,1.5,ITF-M
1.5,-2.5,ITF-M
-1.0,0.0,ITF-M
-1.0,-3.5,ITF-M
3.5,-2.0,ITF-M
-3.0,3.0,ITF-M
3.0,2.0,ITF-M
-0.0,-0.5,ITF-M
0.0,-4.0,ITF-M
3.0,-1.0,ITF-M
-2.0,2.0,ITF-M
3.0,2.0,ITF-M
-3.0,-3.0,ITF-M
7.5,0.5,ITF-M
1.5,1.0,ITF-M
-0.0,3.5,ITF-M
1.0,-3.0,ITF-M
-6.5,0.5,ITF-M
-0.5,6.5,ITF-M
-3.0,-2.0,ITF-M
9.0,0.0,ITF-M
1.0,3.0,ITF-M
0.0,3.5,ITF-M
1.0,-2.5,ITF-M
-6.5,0.0,ITF-M
-0.0,6.0,ITF-M
4.5,-0.5,ITF-M
0.5,10.0,ITF-M
10.0,3.5,ITF-M
11.5,-2.0,ITF-M
7.5,-3.0,ITF-M
4.0,13.0,ITF-M
13.0,-2.0,ITF-M
6.0,-0.0,ITF-M
4.0,1.0,ITF-M
1.5,9.5,ITF-M
10.0,4.0,ITF-M
11.5,-1.5,ITF-M
6.5,-3.0,ITF-M
6.0,13.0,ITF-M
13.0,-3.0,ITF-M
5.0,1.0,ITF-M
-0.5,1.0,ITF-M
-2.0,2.0,ITF-M
-2.0,3.0,ITF-M
-3.0,2.0,ITF-M
-2.0,-1.0,ITF-M
-1.5,-0.0,ITF-M
3.0,-5.0,ITF-M
-5.5,-10.5,ITF-M
10.5,-9.0,ITF-M
7.5,-7.5,ITF-M
-3.0,-8.0,ITF-M
-1.5,1.5,ITF-M
-2.0,2.5,ITF-M
-2.5,3.5,ITF-M
-3.5,1.5,ITF-M
-1.5,-1.5,ITF-M
-2.0,-1.0,ITF-M
3.0,-4.0,ITF-M
-5.0,-10.5,ITF-M
10.5,-9.5,ITF-M
7.5,-7.5,ITF-M
3.5,6.5,ITF-M
-6.0,-8.5,ITF-M
14.0,3.0,ITF-M
3.0,-3.0,ITF-M
-7.0,1.0,ITF-M
-1.0,9.0,ITF-M
11.0,-2.0,ITF-M
10.0,9.5,ITF-M
-9.5,13.0,ITF-M
13.0,-30.5,ITF-M
-5.5,-9.0,ITF-M
15.0,2.5,ITF-M
2.5,-4.0,ITF-M
-7.5,1.0,ITF-M
-1.0,12.0,ITF-M
8.0,-2.5,ITF-M
-9.5,-9.0,ITF-M
9.0,-16.5,ITF-M
-16.5,34.5,ITF-M
5.5,2.0,ITF-M
1.0,1.0,ITF-M
1.0,2.0,ITF-M
-0.5,0.5,ITF-M
-2.0,0.0,ITF-M
-0.0,-1.0,ITF-M
1.0,0.0,ITF-M
-0.5,0.5,ITF-M
-2.0,-3.0,ITF-M
3.0,6.0,ITF-M
5.0,-0.5,ITF-M
10.0,-3.5,ITF-M
2.5,11.5,ITF-M
-0.0,5.0,ITF-M
5.0,-2.0,ITF-M
10.5,4.0,ITF-M
9.5,3.5,ITF-M
0.0,1.0,ITF-M
0.5,2.5,ITF-M
-0.5,0.0,ITF-M
-2.0,0.5,ITF-M
0.5,-1.5,ITF-M
1.5,-0.5,ITF-M
0.5,0.0,ITF-M
-3.0,-3.0,ITF-M
3.0,6.0,ITF-M
4.5,-1.5,ITF-M
10.5,-4.0,ITF-M
1.0,7.5,ITF-M
6.0,3.0,ITF-M
3.0,-1.0,ITF-M
10.5,4.0,ITF-M
3.5,-3.0,ITF-M
-1.5,3.5,ITF-M
2.0,0.0,ITF-M
0.0,-0.5,ITF-M
0.5,-0.5,ITF-M
0.5,0.0,ITF-M
0.5,-2.0,ITF-M
1.0,-2.5,ITF-M
3.5,-1.5,ITF-M
0.5,0.0,ITF-M
0.0,0.0,ITF-M
0.0,-1.0,ITF-M
-1.0,0.5,ITF-M
2.0,0.0,ITF-M
3.0,-2.0,ITF-M
-1.5,3.0,ITF-M
2.0,1.0,ITF-M
1.0,-1.5,ITF-M
1.5,-0.5,ITF-M
0.5,-0.0,ITF-M
1.5,-3.5,ITF-M
-0.0,1.5,ITF-M
2.5,-1.0,ITF-M
-0.5,0.5,ITF-M
0.5,-0.5,ITF-M
0.5,-1.5,ITF-M
-1.5,1.0,ITF-M
2.5,-0.0,ITF-M
6.0,13.5,ITF-M
-7.0,-3.5,ITF-M
0.0,-7.0,ITF-M
1.0,9.0,ITF-M
-2.0,-11.0,ITF-M
11.0,5.0,ITF-M
5.0,6.0,ITF-M
10.0,2.0,ITF-M
1.0,16.5,ITF-M
7.5,-4.0,ITF-M
-4.0,-3.0,ITF-M
3.0,1.0,ITF-M
6.5,0.0,ITF-M
1.0,-3.5,ITF-M
3.5,-1.0,ITF-M
-2.5,1.5,ITF-M
-3.0,1.5,ITF-M
2.0,-3.0,ITF-M
1.0,-2.0,ITF-M
2.0,10.5,ITF-M
5.0,10.5,ITF-M
-4.5,-2.0,ITF-M
1.5,-7.5,ITF-M
2.0,9.0,ITF-M
-3.5,-10.0,ITF-M
10.0,5.5,ITF-M
5.5,5.0,ITF-M
11.0,2.0,ITF-M
2.0,16.5,ITF-M
6.5,-4.0,ITF-M
-4.0,-1.5,ITF-M
1.5,1.5,ITF-M
8.0,-0.0,ITF-M
1.5,-2.5,ITF-M
2.5,-0.5,ITF-M
-2.5,1.5,ITF-M
-3.0,1.0,ITF-M
3.0,-2.0,ITF-M
1.5,-2.0,ITF-M
2.0,10.5,ITF-M
5.5,-2.0,ITF-M
5.0,7.5,ITF-M
2.0,2.0,ITF-M
-2.0,5.0,ITF-M
-5.0,-1.0,ITF-M
-2.0,2.0,ITF-M
-2.0,-4.0,ITF-M
4.0,0.0,ITF-M
5.5,-2.0,ITF-M
5.0,7.0,ITF-M
2.0,2.0,ITF-M
-2.0,5.0,ITF-M
-5.0,-1.0,ITF-M
-2.0,2.0,ITF-M
-2.0,-4.0,ITF-M
4.0,-0.0,ITF-M
12.0,1.0,ITF-W
7.0,9.5,ITF-W
9.5,1.0,ITF-W
7.0,5.0,ITF-W
2.0,4.5,ITF-W
16.0,-9.0,ITF-W
11.0,-10.0,ITF-W
12.0,8.5,ITF-W
19.0,0.0,ITF-W
8.0,-2.5,ITF-W
4.5,7.5,ITF-W
5.5,6.0,ITF-W
6.0,-4.0,ITF-W
3.5,-7.0,ITF-W
6.0,-3.0,ITF-W
10.0,-0.0,ITF-W
2.0,7.0,ITF-W
10.0,1.5,ITF-W
6.5,9.5,ITF-W
8.5,-0.0,ITF-W
5.5,3.5,ITF-W
2.0,2.5,ITF-W
16.0,-9.5,ITF-W
11.0,-10.5,ITF-W
12.0,7.5,ITF-W
20.0,-1.0,ITF-W
8.0,-2.5,ITF-W
4.5,8.5,ITF-W
6.0,6.0,ITF-W
6.0,-4.0,ITF-W
3.5,-6.5,ITF-W
6.0,-3.0,ITF-W
10.0,0.0,ITF-W
2.0,7.0,ITF-W
2.5,2.0,ITF-W
3.5,-4.5,ITF-W
-0.0,-4.5,ITF-W
-1.5,0.5,ITF-W
0.0,5.5,ITF-W
-1.0,1.0,ITF-W
1.0,-7.0,ITF-W
4.0,-0.0,ITF-W
4.0,-5.0,ITF-W
5.0,0.5,ITF-W
5.0,2.0,ITF-W
0.5,0.0,ITF-W
6.0,1.5,ITF-W
4.0,5.0,ITF-W
2.0,2.5,ITF-W
-2.5,28.5,ITF-W
4.0,1.5,ITF-W
6.5,-7.0,ITF-W
1.0,1.0,ITF-W
-2.0,3.0,ITF-W
4.5,1.5,ITF-W
-0.0,1.0,ITF-W
1.0,-4.0,ITF-W
4.0,0.0,ITF-W
3.0,-5.0,ITF-W
5.0,0.0,ITF-W
5.0,2.0,ITF-W
0.5,-0.0,ITF-W
6.0,1.0,ITF-W
4.0,5.0,ITF-W
2.0,2.5,ITF-W
4.0,-30.0,ITF-W
9.0,-14.5,ITF-W
-3.5,-2.0,ITF-W
8.5,-5.5,ITF-W
16.0,-16.5,ITF-W
16.5,-8.5,ITF-W
8.5,4.0,ITF-W
0.5,-2.5,ITF-W
-2.5,-0.0,ITF-W
11.5,2.5,ITF-W
-7.0,-3.0,ITF-W
7.0,-3.0,ITF-W
5.0,-3.0,ITF-W
1.0,-4.0,ITF-W
4.0,-2.5,ITF-W
1.5,-3.5,ITF-W
3.5,-0.5,ITF-W
1.5,-4.5,ITF-W
4.5,0.5,ITF-W
2.0,0.0,ITF-W
9.5,3.0,ITF-W
-10.5,-0.0,ITF-W
8.0,-8.0,ITF-W
15.5,-16.0,ITF-W
16.0,-5.0,ITF-W
5.0,10.5,ITF-W
2.5,1.0,ITF-W
2.0,0.0,ITF-W
12.0,2.0,ITF-W
7.0,6.0,ITF-W
7.0,-3.0,ITF-W
5.5,-3.5,ITF-W
1.5,-3.0,ITF-W
3.0,-1.5,ITF-W
1.5,-3.5,ITF-W
3.5,-0.5,ITF-W
1.5,-4.0,ITF-W
4.0,1.0,ITF-W
2.0,-0.0,ITF-W
2.5,-7.0,ITF-W
13.5,-7.5,ITF-W
-2.0,-5.0,ITF-W
5.0,-7.0,ITF-W
-3.0,10.5,ITF-W
-0.5,-5.5,ITF-W
5.5,-7.5,ITF-W
16.0,-18.0,ITF-W
-8.0,21.0,ITF-W
21.0,-15.0,ITF-W
-6.0,9.5,ITF-W
-9.5,-12.5,ITF-W
4.0,8.0,ITF-W
-1.0,-7.0,ITF-W
-6.0,2.0,ITF-W
8.5,-5.0,ITF-W
10.0,7.5,ITF-W
-8.0,-7.0,ITF-W
7.0,-4.0,ITF-W
-4.0,-8.5,ITF-W
8.5,-0.5,ITF-W
10.5,-7.5,ITF-W
13.0,-7.5,ITF-W
-3.5,-3.5,ITF-W
3.5,-7.0,ITF-W
-3.0,10.5,ITF-W
-0.5,-5.0,ITF-W
5.0,-7.0,ITF-W
16.0,-18.0,ITF-W
-8.0,22.0,ITF-W
